question,answer,category,id
What is the duration of B.Tech CSE?,Tech CSE ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics (Credits:1) 18SC1105 - Logic and reasoning (Credits:1) Engineering Sciences 18SC1101 - Problem solving & computer programming (Credits:4) 18SC1106 - Technical Skill - 1 (Coding) (Credits:1. Tech CSE with Specialization ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics...,programs,q_1_1
What is the duration of B.Tech CSE with Minor from other Department?,Tech CSE with Minor from other Department ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics (Credits:1) 18SC1105 - Logic and reasoning (Credits:1) Engineering Sciences 18SC1101 - Problem solving & computer programming (Credits:4) 18SC1106 - Technical Skill - 1 (Coding) (Credits:1. Tech CSE with Specialization ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundat...,programs,q_1_1
What is the duration of B.Tech CSE Honors?,Tech CSE Honors ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics (Credits:1) 18SC1105 - Logic and reasoning (Credits:1) Engineering Sciences 18SC1101 - Problem solving & computer programming (Credits:4) 18SC1106 - Technical Skill - 1 (Coding) (Credits:1. Tech CSE ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics (Credits:1) ...,programs,q_1_1
What subjects are taught in B.Tech CSE?,"Praveen Krishna Vision Department of CSE aims to make a stance of international repute through continuous research, innovation and industry led curriculum. Tech CSE ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics (Credits:1) 18SC1105 - Logic and reasoning (Credits:1) Engineering Sciences 18SC1101 - Problem solving & computer programming (Credits:4) 18SC1106 - Technical Skill - 1 (Coding) (Credits:1.",programs,q_1_1
What subjects are taught in B.Tech CSE with Minor from other Department?,"Tech CSE with Minor from other Department ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics (Credits:1) 18SC1105 - Logic and reasoning (Credits:1) Engineering Sciences 18SC1101 - Problem solving & computer programming (Credits:4) 18SC1106 - Technical Skill - 1 (Coding) (Credits:1. Praveen Krishna Vision Department of CSE aims to make a stance of international repute through continuous research, innovation and...",programs,q_1_1
What subjects are taught in B.Tech CSE Honors?,"Tech CSE Honors ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics (Credits:1) 18SC1105 - Logic and reasoning (Credits:1) Engineering Sciences 18SC1101 - Problem solving & computer programming (Credits:4) 18SC1106 - Technical Skill - 1 (Coding) (Credits:1. Praveen Krishna Vision Department of CSE aims to make a stance of international repute through continuous research, innovation and industry led curriculum.",programs,q_1_1
What are the career prospects after B.Tech CSE?,"Pursue advanced education, research and development, and other creative and innovative efforts in science, engineering, and technology, as well as other professional careers. Tech CSE ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics (Credits:1) 18SC1105 - Logic and reasoning (Credits:1) Engineering Sciences 18SC1101 - Problem solving & computer programming (Credits:4) 18SC1106 - Technical Skill - 1 (Coding) ...",programs,q_1_1
What are the career prospects after B.Tech CSE with Minor from other Department?,"Tech CSE with Minor from other Department ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics (Credits:1) 18SC1105 - Logic and reasoning (Credits:1) Engineering Sciences 18SC1101 - Problem solving & computer programming (Credits:4) 18SC1106 - Technical Skill - 1 (Coding) (Credits:1. Pursue advanced education, research and development, and other creative and innovative efforts in science, engineering, and techno...",programs,q_1_1
What are the career prospects after B.Tech CSE Honors?,"Tech CSE Honors ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics (Credits:1) 18SC1105 - Logic and reasoning (Credits:1) Engineering Sciences 18SC1101 - Problem solving & computer programming (Credits:4) 18SC1106 - Technical Skill - 1 (Coding) (Credits:1. Pursue advanced education, research and development, and other creative and innovative efforts in science, engineering, and technology, as well as other pro...",programs,q_1_1
What is the curriculum of B.Tech CSE?,"Praveen Krishna Vision Department of CSE aims to make a stance of international repute through continuous research, innovation and industry led curriculum. Tech CSE ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics (Credits:1) 18SC1105 - Logic and reasoning (Credits:1) Engineering Sciences 18SC1101 - Problem solving & computer programming (Credits:4) 18SC1106 - Technical Skill - 1 (Coding) (Credits:1.",programs,q_1_1
What is the curriculum of B.Tech CSE with Minor from other Department?,"Tech CSE with Minor from other Department ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics (Credits:1) 18SC1105 - Logic and reasoning (Credits:1) Engineering Sciences 18SC1101 - Problem solving & computer programming (Credits:4) 18SC1106 - Technical Skill - 1 (Coding) (Credits:1. Praveen Krishna Vision Department of CSE aims to make a stance of international repute through continuous research, innovation and...",programs,q_1_1
What is the curriculum of B.Tech CSE Honors?,"Tech CSE Honors ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics (Credits:1) 18SC1105 - Logic and reasoning (Credits:1) Engineering Sciences 18SC1101 - Problem solving & computer programming (Credits:4) 18SC1106 - Technical Skill - 1 (Coding) (Credits:1. Praveen Krishna Vision Department of CSE aims to make a stance of international repute through continuous research, innovation and industry led curriculum.",programs,q_1_1
Are there any industry collaborations for B.Tech CSE?,"Praveen Krishna Vision Department of CSE aims to make a stance of international repute through continuous research, innovation and industry led curriculum. 5) 18EC1101 - Digital System Design (Credits:4) 18CS1003 - Workshop Practice for Computer Engineers (Credits:2) Professional Core 18SC1202 - Data Structures (Credits:4) 18CS1201 - Computer Organization & Architecture (Credits:3) 18SC2009 - Object Oriented Programming (Credits:4) Microprocessors & Interfacing (Credits:4) 18CS2102 - Operatin...",programs,q_1_1
Are there any industry collaborations for B.Tech CSE with Minor from other Department?,"Tech CSE with Minor from other Department ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics (Credits:1) 18SC1105 - Logic and reasoning (Credits:1) Engineering Sciences 18SC1101 - Problem solving & computer programming (Credits:4) 18SC1106 - Technical Skill - 1 (Coding) (Credits:1. Praveen Krishna Vision Department of CSE aims to make a stance of international repute through continuous research, innovation and...",programs,q_1_1
Are there any industry collaborations for B.Tech CSE Honors?,"Praveen Krishna Vision Department of CSE aims to make a stance of international repute through continuous research, innovation and industry led curriculum. Tech CSE Honors ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics (Credits:1) 18SC1105 - Logic and reasoning (Credits:1) Engineering Sciences 18SC1101 - Problem solving & computer programming (Credits:4) 18SC1106 - Technical Skill - 1 (Coding) (Credits:1.",programs,q_1_1
What practical training is provided in B.Tech CSE?,"-------------------------------------------------------------------------------- Title of the certificate course Research Group Certificate Course Coordinator Certified Data Structures and Algorithms Programmer Foundation Level Training and Certification All RESEARCH GROUPS Mr. Praveen Krishna Vision Department of CSE aims to make a stance of international repute through continuous research, innovation and industry led curriculum.",programs,q_1_1
What practical training is provided in B.Tech CSE with Minor from other Department?,"Tech CSE with Minor from other Department ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics (Credits:1) 18SC1105 - Logic and reasoning (Credits:1) Engineering Sciences 18SC1101 - Problem solving & computer programming (Credits:4) 18SC1106 - Technical Skill - 1 (Coding) (Credits:1. Praveen Krishna Vision Department of CSE aims to make a stance of international repute through continuous research, innovation and...",programs,q_1_1
What practical training is provided in B.Tech CSE Honors?,Tech CSE Honors ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics (Credits:1) 18SC1105 - Logic and reasoning (Credits:1) Engineering Sciences 18SC1101 - Problem solving & computer programming (Credits:4) 18SC1106 - Technical Skill - 1 (Coding) (Credits:1. -------------------------------------------------------------------------------- Title of the certificate course Research Group Certificate Course Coordinat...,programs,q_1_1
What research opportunities are available in B.Tech CSE?,"Praveen Krishna Vision Department of CSE aims to make a stance of international repute through continuous research, innovation and industry led curriculum. -------------------------------------------------------------------------------- Title of the certificate course Research Group Certificate Course Coordinator Certified Data Structures and Algorithms Programmer Foundation Level Training and Certification All RESEARCH GROUPS Mr.",programs,q_1_1
What research opportunities are available in B.Tech CSE with Minor from other Department?,"Tech CSE with Minor from other Department ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics (Credits:1) 18SC1105 - Logic and reasoning (Credits:1) Engineering Sciences 18SC1101 - Problem solving & computer programming (Credits:4) 18SC1106 - Technical Skill - 1 (Coding) (Credits:1. Praveen Krishna Vision Department of CSE aims to make a stance of international repute through continuous research, innovation and...",programs,q_1_1
What research opportunities are available in B.Tech CSE Honors?,"Praveen Krishna Vision Department of CSE aims to make a stance of international repute through continuous research, innovation and industry led curriculum. Tech CSE Honors ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics (Credits:1) 18SC1105 - Logic and reasoning (Credits:1) Engineering Sciences 18SC1101 - Problem solving & computer programming (Credits:4) 18SC1106 - Technical Skill - 1 (Coding) (Credits:1.",programs,q_1_1
What certifications can I get with B.Tech CSE?,Tech CSE with Specialization ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics (Credits:1) 18SC1105 - Logic and reasoning (Credits:1) Engineering Sciences 18SC1101 - Problem solving & computer programming (Credits:4) 18SC1106 - Technical Skill - 1 (Coding) (Credits:1. Tech CSE with Minor from other Department ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundat...,programs,q_1_1
What certifications can I get with B.Tech CSE with Minor from other Department?,Tech CSE with Minor from other Department ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics (Credits:1) 18SC1105 - Logic and reasoning (Credits:1) Engineering Sciences 18SC1101 - Problem solving & computer programming (Credits:4) 18SC1106 - Technical Skill - 1 (Coding) (Credits:1. Tech CSE with Specialization ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundat...,programs,q_1_1
What certifications can I get with B.Tech CSE Honors?,Tech CSE with Specialization ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Mathematics (Credits:1) 18SC1105 - Logic and reasoning (Credits:1) Engineering Sciences 18SC1101 - Problem solving & computer programming (Credits:4) 18SC1106 - Technical Skill - 1 (Coding) (Credits:1. Tech CSE Honors ▾ Basic Courses 18SC1103 - Single variable calculus and matrix algebra (Credits:3) 18SC1104 - Foundations of Computational Math...,programs,q_1_1
